chatbot&cpu_usage,chatbot&cpu_limit,chatbot&mem_usage,chatbot&mem_usage_rate,chatbot&mem_limit,chatbot&fs_usage,chatbot&fs_write,chatbot&fs_read,chatbot&net_receive,chatbot&net_trainsmit,timestamp
0.0025015238667047395,0.0,4288.0703125,0.00078125,1024.0,0.0,0.0,0.0,0.2742838541666667,21.044791666666665,2024-11-15 18:01:40
0.8718217600333441,0.0,4288.6875,0.016927083333333332,1024.0,0.0,0.0,0.0,0.78076171875,28.402376302083333,2024-11-15 18:02:40
1.13012690600009,0.0,4289.05078125,0.011848958333333333,1024.0,0.0,0.0,0.0,0.48902994791666665,28.330729166666668,2024-11-15 18:03:41
1.0856063112333356,0.0,4289.57421875,0.009244791666666667,1024.0,0.0,0.0,0.0,0.4677734375,28.231640625,2024-11-15 18:04:41
0.6721560486332815,0.0,4289.84375,0.006380208333333333,1024.0,0.0,0.0,0.0,0.5701822916666667,35.26858723958333,2024-11-15 18:05:41
0.8938127800000387,0.0,4289.5,0.005729166666666666,1024.0,0.0,0.0,0.0,0.5762044270833333,35.318196614583336,2024-11-15 18:06:41
0.8119737892999984,0.0,4289.8671875,0.011848958333333333,1024.0,0.0,0.0,0.0,0.37890625,21.287174479166666,2024-11-15 18:07:41
0.7011816484334322,0.0,4290.07421875,0.0069010416666666664,1024.0,0.0,0.0,0.0,0.6296875,35.42555338541667,2024-11-15 18:08:41
0.7996176971999897,0.0,4290.49609375,139.90872395833333,1024.0,0.0,0.0,0.0,0.6179361979166667,35.36422526041667,2024-11-15 18:09:42
0.9264518946000962,0.0,4291.06640625,0.0140625,1024.0,0.0,0.0,0.0,0.4827473958333333,28.269791666666666,2024-11-15 18:10:42
0.5448927437000104,0.0,4291.125,3.071875,1024.0,0.0,0.0,0.0,0.46731770833333336,28.22900390625,2024-11-15 18:11:42
1.664330185866578,0.0,4291.6796875,139.93385416666666,1024.0,0.0,0.0,0.0,0.38466796875,21.22314453125,2024-11-15 18:12:42
1.4222348967333778,0.0,4291.78515625,3.0692708333333334,1024.0,0.0,0.0,0.0,0.2977213541666667,14.263932291666666,2024-11-15 18:13:42
1.2271357975333315,0.0,4292.4609375,0.0016927083333333334,1024.0,0.0,0.0,0.0,0.64833984375,35.40625,2024-11-15 18:14:42
1.5702481933000043,0.0,4293.7265625,0.004166666666666667,1024.0,0.0,0.0,0.0,0.39993489583333336,21.258723958333334,2024-11-15 18:15:42
1.7744798012665546,0.0,4294.140625,3.08203125,1024.0,0.0,0.0,0.0,0.76455078125,42.44973958333333,2024-11-15 18:16:43
1.3781033718999822,0.0,4294.6640625,0.004166666666666667,1024.0,0.0,0.0,0.0,0.40989583333333335,21.264127604166667,2024-11-15 18:17:43
1.5055408573999476,0.0,4295.03515625,0.013281250000000001,1024.0,0.0,0.0,0.0,0.5372721354166666,28.367838541666668,2024-11-15 18:18:43
1.4876799370332834,0.0,4294.98046875,140.04518229166666,1024.0,0.0,0.0,0.0,0.4966796875,28.259147135416665,2024-11-15 18:19:43
1.3110309512333718,0.0,4295.57421875,0.012630208333333334,1024.0,0.0,0.0,0.0,0.5869791666666667,35.284505208333336,2024-11-15 18:20:43
0.9176927185666292,0.0,4295.25390625,0.018489583333333334,1024.0,0.0,0.0,0.0,0.5515299479166667,28.36806640625,2024-11-15 18:21:43
0.8073089789702187,0.0,4295.91015625,0.02916180636560573,1024.0,0.0,0.0,0.0,0.6653838943509416,35.41792513747709,2024-11-15 18:22:44
0.8914640021666965,0.0,4296.4375,3.06484375,1024.0,0.0,0.0,0.0,0.4486328125,28.219270833333333,2024-11-15 18:23:44
0.7309155981000771,0.0,4297.23046875,0.026953125,1024.0,0.0,0.0,0.0,0.53232421875,35.17421875,2024-11-15 18:24:44
0.8015978554332686,0.0,4297.27734375,3.0811197916666666,1024.0,0.0,0.0,0.0,0.27125651041666665,14.209244791666666,2024-11-15 18:25:44
0.8826022230000239,0.0,4297.65625,0.015625,1024.0,0.0,0.0,0.0,0.7085286458333333,42.35250651041667,2024-11-15 18:26:44
0.7285471767644617,0.0,4297.390625,140.01309933217865,1024.0,0.0,0.0,0.0,0.6917873380408354,42.32562327215802,2024-11-15 18:27:44
0.6423850918999212,0.0,4297.88671875,140.13684895833333,1024.0,0.0,0.0,0.0,0.34169921875,21.158723958333333,2024-11-15 18:28:45
0.7140818704333498,0.0,4297.66796875,0.00859375,1024.0,0.0,0.0,0.0,0.45387369791666665,28.19951171875,2024-11-15 18:29:45
0.9187874893334003,0.0,4298.3828125,0.021354166666666667,1024.0,0.0,0.0,0.0,0.5167643229166666,28.341569010416666,2024-11-15 18:30:45
0.3888659619334883,0.0,4299.90234375,0.03919270833333333,1024.0,0.0,0.0,0.0,35.51168619791667,27.963118489583334,2024-11-15 18:31:45
1.1070254450999055,0.0,4298.57421875,3.0697916666666667,1024.0,0.0,0.0,0.0,0.59267578125,28.412239583333335,2024-11-15 18:32:45
0.6804262820000129,0.0,4298.7109375,140.17890625,1024.0,0.0,0.0,0.0,0.7492513020833333,42.35048828125,2024-11-15 18:33:45
1.4179658946998563,0.0,4299.44140625,0.005989583333333333,1024.0,0.0,0.0,0.0,0.40279947916666664,21.251009114583333,2024-11-15 18:34:46
0.45530692063314243,0.0,4299.5,140.20234375,1024.0,0.0,0.0,0.0,0.62109375,35.298046875,2024-11-15 18:35:46
1.0245515406666443,0.0,4300.171875,0.005859375,1024.0,0.0,0.0,0.0,0.5224934895833333,28.332063802083333,2024-11-15 18:36:46
0.9911567217278233,0.0,4300.65625,0.008983476652334767,1024.0,0.0,0.0,0.0,0.5713295857914209,28.386614463553645,2024-11-15 18:37:46
1.1602397109331737,0.0,4300.796875,0.002864583333333333,1024.0,0.0,0.0,0.0,0.49345703125,28.27509765625,2024-11-15 18:38:46
1.1776918422666929,0.0,4300.8125,0.0026041666666666665,1024.0,0.0,0.0,0.0,0.499609375,28.292643229166668,2024-11-15 18:39:46
0.6929341983999602,0.0,4301.7421875,0.03033854166666667,1024.0,0.0,0.0,0.0,0.5493815104166667,28.33203125,2024-11-15 18:40:47
0.9757221141666311,0.0,4301.41796875,3.0743489583333337,1024.0,0.0,0.0,0.0,0.5319010416666666,28.349251302083335,2024-11-15 18:41:47
1.0135583820664995,0.0,4301.578125,0.0005208333333333333,1024.0,0.0,0.0,0.0,0.5216796875,28.328938802083332,2024-11-15 18:42:47
0.8059854805359383,0.0,4302.36328125,0.0016924826689774697,1024.0,0.0,0.0,0.0,0.5038065237135049,28.313575117067725,2024-11-15 18:43:47
0.9230759220000759,0.0,4302.828125,0.006380208333333333,1024.0,0.0,0.0,0.0,0.6184244791666667,35.38587239583333,2024-11-15 18:44:47
0.647311354599814,0.0,4302.9375,140.30651041666667,1024.0,0.0,0.0,0.0,0.4607421875,28.221875,2024-11-15 18:45:47
0.8242250107999989,0.0,4303.59375,0.009114583333333334,1024.0,0.0,0.0,0.0,0.459765625,28.193391927083333,2024-11-15 18:46:47
0.5117470770999575,0.0,4303.7421875,3.0868489583333334,1024.0,0.0,0.0,0.0,0.46083984375,28.2330078125,2024-11-15 18:47:48
0.8148338491333343,0.0,4303.58984375,140.33111979166668,1024.0,0.0,0.0,0.0,0.6058919270833333,35.30393880208333,2024-11-15 18:48:48
0.6958910222999796,0.0,4303.8125,0.004166666666666667,1024.0,0.0,0.0,0.0,0.34384765625,21.159309895833335,2024-11-15 18:49:48
0.8043881416807505,0.0,4304.04296875,140.359218213488,1024.0,0.0,0.0,0.0,0.4316512380404707,28.18598917183385,2024-11-15 18:50:48
0.9326698230666627,0.0,4304.41015625,0.0067708333333333336,1024.0,0.0,0.0,0.0,0.3984375,21.2654296875,2024-11-15 18:51:48
1.3996389279001715,0.0,4304.63671875,0.002864583333333333,1024.0,0.0,0.0,0.0,0.6012369791666666,35.259375,2024-11-15 18:52:48
0.8420257359333012,0.0,4304.828125,140.36861979166667,1024.0,0.0,0.0,0.0,0.5217122395833333,28.317252604166665,2024-11-15 18:53:49
1.5252980171998274,0.0,4304.34375,140.36744791666666,1024.0,0.0,0.0,0.0,0.56376953125,28.448860677083335,2024-11-15 18:54:49
0.8289449464333377,0.0,4304.77734375,140.38098958333333,1024.0,0.0,0.0,0.0,0.70185546875,35.404622395833336,2024-11-15 18:55:49
1.0659072286999154,0.0,4305.13671875,0.0049479166666666664,1024.0,0.0,0.0,0.0,0.5688802083333333,28.395052083333333,2024-11-15 18:56:49
1.346540202866721,0.0,4305.30078125,0.00859375,1024.0,0.0,0.0,0.0,0.44404296875,21.275553385416668,2024-11-15 18:57:49
1.414784106233305,0.0,4305.80078125,0.015104166666666667,1024.0,0.0,0.0,0.0,0.58994140625,35.31569010416667,2024-11-15 18:58:49
1.5636989093667408,0.0,4306.33203125,3.0756510416666667,1024.0,0.0,0.0,0.0,0.42529296875,21.318326822916667,2024-11-15 18:59:50
1.1667600617999967,0.0,4306.671875,0.011328125,1024.0,0.0,0.0,0.0,0.43512369791666666,21.341569010416666,2024-11-15 19:00:50
1.0910814532667301,0.0,4306.75390625,0.004166666666666667,1024.0,0.0,0.0,0.0,0.50966796875,28.282747395833333,2024-11-15 19:01:50
0.8684313288667169,0.0,4307.03125,3.0828125,1024.0,0.0,0.0,0.0,0.40133463541666664,21.25703125,2024-11-15 19:02:50
0.8781625024331456,0.0,4307.08203125,3.059375,1024.0,0.0,0.0,0.0,0.4322591145833333,28.1548828125,2024-11-15 19:03:50
0.9795474056999534,0.0,4308.0390625,3.0850260416666666,1024.0,0.0,0.0,0.0,35.5650390625,34.641438802083336,2024-11-15 19:04:50
0.690547658033366,0.0,4308.36328125,0.005598958333333333,1024.0,0.0,0.0,0.0,0.5243815104166667,28.323209635416667,2024-11-15 19:05:51
0.5002389725001326,0.0,4308.5234375,0.005729166666666667,1024.0,0.0,0.0,0.0,0.48391927083333336,28.266569010416667,2024-11-15 19:06:51
0.8137674894000934,0.0,4308.015625,0.0036458333333333334,1024.0,0.0,0.0,0.0,0.7672200520833333,49.29488932291667,2024-11-15 19:07:51
0.7721708054333325,0.0,4308.0859375,140.494140625,1024.0,0.0,0.0,0.0,0.4806640625,28.265657552083333,2024-11-15 19:08:51
1.1117071182332126,0.0,4308.6015625,0.009375,1024.0,0.0,0.0,0.0,0.5410807291666667,35.247721354166664,2024-11-15 19:09:51
0.7898897168334239,0.0,4308.70703125,140.51484375,1024.0,0.0,0.0,0.0,0.50341796875,28.327376302083334,2024-11-15 19:10:51
1.0522292641333117,0.0,4309.7578125,140.53450520833334,1024.0,0.0,0.0,0.0,0.4955078125,28.346419270833334,2024-11-15 19:11:52
0.09743690770014268,0.0,4309.71875,140.52447916666665,1024.0,0.0,0.0,0.0,0.3787109375,28.07998046875,2024-11-15 19:12:52
0.0024348860998221274,0.0,4309.86328125,0.0013020833333333333,1024.0,0.0,0.0,0.0,0.38896484375,28.117513020833332,2024-11-15 19:13:52
0.0031861600999889108,0.0,4309.8671875,140.52421875,1024.0,0.0,0.0,0.0,0.44482421875,35.04104817708333,2024-11-15 19:14:52
