timestamp,cartservice&p50,checkoutservice&p50,currencyservice&p50,emailservice&p50,frontend&p50,paymentservice&p50,productcatalogservice&p50,recommendationservice&p50,shippingservice&p50,cartservice&p90,checkoutservice&p90,currencyservice&p90,emailservice&p90,frontend&p90,paymentservice&p90,productcatalogservice&p90,recommendationservice&p90,shippingservice&p90,cartservice&p99,checkoutservice&p99,currencyservice&p99,emailservice&p99,frontend&p99,paymentservice&p99,productcatalogservice&p99,recommendationservice&p99,shippingservice&p99
2024-12-19 10:59:41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-19 11:00:41,3.0103092783505154,17.5,2.7950819672131146,3.0,40.6578947368421,3.0,0.27790178571428575,6.666666666666666,1.3478260869565217,4.618556701030928,23.5,4.565573770491803,4.6,87.28070175438597,4.6,1.0170212765957474,9.333333333333334,4.269565217391305,4.980412371134021,24.85,4.963934426229509,4.959999999999999,191.49999999999974,4.96,4.831489361702131,9.933333333333334,4.926956521739131
2024-12-19 11:01:42,3.0,17.5,3.0,3.0,39.52020202020202,3.0,0.26300424628450103,4.561643835616438,2.2203389830508478,4.6,23.5,4.605936920222634,4.6,84.21568627450979,4.6,0.47340764331210194,8.859649122807017,4.444067796610169,4.96,24.85,4.967272727272727,4.959999999999999,154.50000000000017,4.960000000000001,4.326808510638283,9.885964912280702,4.944406779661017
2024-12-19 11:02:42,3.0,17.5,2.9833679833679834,3.0,39.35185185185185,3.0,0.2742663656884876,5.937500000000001,1.3783783783783785,4.6000000000000005,23.5,4.6565488565488575,4.6,89.48717948717952,4.6,0.49367945823927767,9.237500000000002,4.275675675675677,4.96,24.849999999999998,82.83333333333391,4.960000000000001,423.3333333333333,4.96,4.8139999999999965,9.98,4.927567567567567
2024-12-19 11:03:43,3.0,17.5,2.931726907630522,3.0,40.07352941176471,3.0,0.28219927095990277,5.961538461538462,2.212121212121212,4.6,23.5,4.586345381526105,4.6,88.19148936170215,4.6,1.523999999999997,9.243589743589745,4.442424242424242,4.959999999999999,24.849999999999998,4.9586345381526105,4.96,214.1875000000003,4.959999999999999,4.868399999999997,9.982051282051282,4.944242424242423
2024-12-19 11:04:43,3.0,17.5,2.802197802197802,3.0,38.532110091743114,3.0,0.2674885321100917,4.506493506493506,1.6486486486486491,4.6,23.5,4.56043956043956,4.6,81.9047619047619,4.6,0.48147935779816514,8.836206896551724,4.32972972972973,4.96,24.849999999999998,4.956043956043956,4.96,177.9999999999997,4.959999999999999,4.6259649122807005,9.883620689655173,4.932972972972973
2024-12-19 11:05:43,3.0,17.5,2.898366606170599,3.0,40.125,3.0,0.2732843137254902,6.22093023255814,1.4000000000000001,4.6,23.5,4.57967332123412,4.6,84.811320754717,4.6,0.4919117647058824,9.290697674418606,4.28,4.96,24.85,4.9579673321234115,4.960000000000001,154.50000000000102,4.96,4.577600000000001,9.98139534883721,4.928000000000001
2024-12-19 11:06:44,3.0,17.5,2.9318637274549095,3.0,39.41326530612245,3.0,0.2731693363844394,3.106060606060606,1.5555555555555551,4.6,23.5,4.586372745490982,4.6,84.63636363636365,4.6,0.4917048054919909,4.790909090909091,4.311111111111112,4.960000000000001,24.85,4.958637274549098,4.96,150.50000000000017,4.960000000000001,4.711688311688309,9.007142857142862,4.931111111111111
2024-12-19 11:07:44,3.0,17.5,2.5103926096997693,3.0,39.784946236559136,3.0,0.27946324387397903,4.238095238095238,0.37962962962962965,4.6,23.5,4.5020785219399535,4.6,88.30508474576273,4.6,1.2144329896907247,8.84,3.8285714285714283,4.96,24.849999999999998,4.950207852193996,4.960000000000001,205.4285714285714,4.96,4.7698969072164985,19.599999999999774,4.882857142857143
2024-12-19 11:08:45,3.0,17.5,2.958490566037736,3.0,40.02403846153847,3.0,0.27315914489311166,5.520833333333333,1.9230769230769231,4.6,23.5,4.591698113207547,4.6000000000000005,85.61224489795921,4.6,0.491686460807601,9.159722222222221,4.384615384615385,4.96,24.85,4.959169811320755,4.96,192.70000000000073,4.960000000000001,4.718918918918916,9.978472222222223,4.938461538461539
