timestamp,cartservice&p50,checkoutservice&p50,currencyservice&p50,emailservice&p50,frontend&p50,paymentservice&p50,productcatalogservice&p50,recommendationservice&p50,shippingservice&p50,cartservice&p90,checkoutservice&p90,currencyservice&p90,emailservice&p90,frontend&p90,paymentservice&p90,productcatalogservice&p90,recommendationservice&p90,shippingservice&p90,cartservice&p99,checkoutservice&p99,currencyservice&p99,emailservice&p99,frontend&p99,paymentservice&p99,productcatalogservice&p99,recommendationservice&p99,shippingservice&p99
2024-12-22 21:23:29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-22 21:24:30,3.0,18.076923076923077,2.919028340080972,3.0,49.19354838709678,3.0,3.0311457174638488,7.480158730158731,0.4558823529411764,4.6,24.53846153846154,4.583805668016195,4.6,99.76190476190477,4.6,4.709454949944383,9.623015873015873,4.114285714285715,4.96,93.00000000000003,4.958380566801619,4.96,234.7142857142857,4.96,9.447727272727299,19.93750000000002,4.911428571428571
2024-12-22 21:25:30,3.0096618357487923,17.5,3.0309477756286265,3.0,49.59016393442623,3.0,2.927947598253275,7.55514705882353,1.1777777777777778,4.6173913043478265,23.5,4.655705996131528,4.6,94.02298850574712,4.6,4.651965065502184,9.628676470588236,4.235555555555555,4.979130434782609,24.849999999999998,95.83333333333186,4.960000000000001,378.75000000000045,4.96,8.260714285714261,19.71250000000005,4.923555555555556
2024-12-22 21:26:31,3.0,17.5,2.792156862745098,3.0,49.58333333333333,3.0,3.0292134831460675,7.643442622950819,2.4545454545454546,4.6,23.5,4.55843137254902,4.6,91.66666666666667,4.6,4.71370786516854,9.823770491803277,4.49090909090909,4.96,24.849999999999998,4.955843137254902,4.96,178.7499999999996,4.96,8.683928571428577,22.78333333333333,4.949090909090909
2024-12-22 21:27:32,3.0,17.5,2.9889705882352944,3.0,42.52873563218391,3.0,2.950877192982456,7.629310344827586,0.4916666666666667,4.6,23.5,4.597794117647059,4.6,92.37288135593224,4.6,4.694970760233918,9.836206896551722,4.186206896551725,4.96,24.85,4.959779411764706,4.959999999999999,221.5,4.96,9.060869565217383,22.866666666666678,4.918620689655173
2024-12-22 21:28:32,2.9794871794871796,17.5,2.957356076759062,3.0,44.42567567567568,3.0,2.906071019473081,7.658730158730158,1.1052631578947372,4.595897435897436,23.5,4.591471215351813,4.6,89.93827160493827,4.6,4.6545246277205035,9.785714285714285,4.221052631578948,4.959589743589744,24.85,4.959147121535182,4.96,173.87499999999963,4.96,8.26875000000001,33.24999999999979,4.922105263157895
2024-12-22 21:29:33,4.15702479338843,19.375,2.7415254237288136,3.0,61.53846153846154,3.0,2.864327485380117,7.605042016806722,1.1481481481481486,64.25925925925927,50.0,4.548305084745763,4.6,145.00000000000003,4.6,4.655204678362573,9.789915966386555,4.229629629629629,96.4259259259259,234.99999999999991,4.954830508474576,4.959999999999999,239.50000000000003,4.96,9.78076923076921,33.750000000000064,4.922962962962963
2024-12-22 21:30:34,3.0,17.5,2.9825708061002176,3.0,44.77848101265823,3.0,2.895953757225434,7.66,2.0,4.6000000000000005,23.5,4.5965141612200435,4.6,93.00000000000001,4.6,4.675375722543353,9.788,4.4,4.960000000000001,24.85,4.959651416122004,4.96,219.8333333333334,4.960000000000001,15.070000000000086,33.37500000000016,4.940000000000001
2024-12-22 21:31:34,2.965909090909091,17.5,2.906779661016949,3.0,55.198019801980195,3.0,2.8230303030303032,7.47983870967742,0.32558139534883723,4.593181818181819,23.5,4.58135593220339,4.6,92.22772277227722,4.6,4.661575757575758,9.625,3.276923076923078,4.9593181818181815,24.85,4.958135593220339,4.960000000000001,156.49999999999997,4.959999999999999,8.695238095238105,20.012500000000017,4.827692307692308
2024-12-22 21:32:35,2.9333333333333336,17.5,2.9073359073359075,3.0,44.31818181818181,3.0,2.91030303030303,7.599206349206349,0.35714285714285715,4.586666666666666,23.5,4.587644787644788,4.6,89.2857142857143,4.6,4.679030303030304,9.678571428571427,3.666666666666667,4.958666666666666,24.85,4.965714285714286,4.960000000000001,152.49999999999994,4.96,8.969999999999995,21.06999999999998,4.866666666666667
