timestamp,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,shippingservice
2024-12-19 12:20:51,,,,,,,,,
2024-12-19 12:21:52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:22:52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:23:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:24:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:25:54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:26:54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:27:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:28:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:29:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:30:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:31:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:32:57,1.0,1.0,1.0,1.0,0.9995555555555555,1.0,1.0,1.0,1.0
2024-12-19 12:33:58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:34:58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:35:59,1.0,1.0,1.0,1.0,0.9995600527936647,1.0,1.0,1.0,1.0
2024-12-19 12:36:59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:38:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:39:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:40:01,1.0,1.0,1.0,1.0,0.9995614035087719,1.0,1.0,1.0,1.0
2024-12-19 12:41:01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:42:02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:43:02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:44:03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:45:03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:46:04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:47:04,1.0,1.0,1.0,1.0,0.9983416252072969,1.0,1.0,1.0,1.0
2024-12-19 12:48:05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:49:05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:50:06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:51:06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:52:06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:53:07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:54:07,1.0,1.0,1.0,1.0,0.9995592772146319,1.0,1.0,1.0,1.0
2024-12-19 12:55:08,1.0,1.0,1.0,1.0,0.9995615957913195,1.0,1.0,1.0,1.0
2024-12-19 12:56:09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:57:09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 12:58:09,1.0,1.0,1.0,1.0,0.9995450409463148,1.0,1.0,1.0,1.0
2024-12-19 12:59:10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:00:10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:01:11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:02:11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:03:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:04:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:05:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:06:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:07:14,1.0,1.0,1.0,1.0,0.8809523809523809,1.0,1.0,1.0,1.0
2024-12-19 13:08:14,1.0,1.0,1.0,1.0,0.9965870307167236,1.0,1.0,1.0,1.0
2024-12-19 13:09:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:10:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:11:16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:12:16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:13:17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:14:17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:15:18,1.0,1.0,1.0,1.0,0.9995479204339963,1.0,1.0,1.0,1.0
2024-12-19 13:16:18,1.0,1.0,1.0,1.0,0.9995433789954338,1.0,1.0,1.0,1.0
2024-12-19 13:17:19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:18:19,1.0,1.0,1.0,1.0,0.9995489400090212,1.0,1.0,1.0,1.0
2024-12-19 13:19:20,1.0,1.0,1.0,1.0,0.9995491433724075,1.0,1.0,1.0,1.0
2024-12-19 13:20:20,1.0,1.0,1.0,1.0,0.999550763701707,1.0,1.0,1.0,1.0
2024-12-19 13:21:21,1.0,1.0,1.0,1.0,0.9993765586034912,1.0,1.0,1.0,1.0
2024-12-19 13:22:21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:23:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:24:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:25:23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:26:23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:27:24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:28:24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:29:25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:30:25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-19 13:31:26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
