timestamp,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,shippingservice
2024-12-23 01:47:31,,,,,,,,,
2024-12-23 01:48:31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:49:32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:50:33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:51:33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:52:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:53:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:54:35,1.0,1.0,1.0,1.0,0.9982608695652174,1.0,1.0,1.0,1.0
2024-12-23 01:55:36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:56:36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:57:37,1.0,1.0,1.0,1.0,0.9983361064891847,1.0,1.0,1.0,1.0
2024-12-23 01:58:38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 01:59:38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 02:00:39,1.0,1.0,1.0,1.0,0.9995604395604395,1.0,1.0,1.0,1.0
2024-12-23 02:01:40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 02:02:40,1.0,1.0,1.0,1.0,0.9995596653456628,1.0,1.0,1.0,1.0
2024-12-23 02:03:41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 02:04:42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 02:05:42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 02:06:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 02:07:44,1.0,1.0,1.0,1.0,0.9994722955145118,1.0,1.0,1.0,1.0
2024-12-23 02:08:44,1.0,1.0,1.0,1.0,0.9982605796114014,1.0,1.0,1.0,1.0
2024-12-23 02:09:45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-23 02:10:45,1.0,1.0,1.0,1.0,0.9982788296041308,1.0,1.0,1.0,1.0
2024-12-23 02:11:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
