timestamp,chatbot
2024-11-16 18:07:04,1.0
2024-11-16 18:08:05,1.0
2024-11-16 18:09:05,1.0
2024-11-16 18:10:05,1.0
2024-11-16 18:11:05,1.0
2024-11-16 18:12:05,1.0
2024-11-16 18:13:05,1.0
2024-11-16 18:14:05,1.0
2024-11-16 18:15:06,1.0
2024-11-16 18:16:06,1.0
2024-11-16 18:17:06,1.0
2024-11-16 18:18:06,0.888888888888889
2024-11-16 18:19:06,0.9502192840537435
2024-11-16 18:20:06,0.9767449432383741
2024-11-16 18:21:07,0.9767434289063008
2024-11-16 18:22:07,1.0
2024-11-16 18:23:07,1.0
2024-11-16 18:24:07,1.0
2024-11-16 18:25:07,0.92
2024-11-16 18:26:08,0.9633645955451348
2024-11-16 18:27:08,1.0
2024-11-16 18:28:08,1.0
2024-11-16 18:29:08,1.0
2024-11-16 18:30:08,1.0
2024-11-16 18:31:09,1.0
2024-11-16 18:32:09,1.0
2024-11-16 18:33:09,1.0
2024-11-16 18:34:09,1.0
2024-11-16 18:35:09,1.0
2024-11-16 18:36:10,1.0
2024-11-16 18:37:10,1.0
2024-11-16 18:38:10,0.9230769230769231
2024-11-16 18:39:10,0.9820969666983116
2024-11-16 18:40:10,0.9841272192897427
2024-11-16 18:41:10,1.0
2024-11-16 18:42:11,1.0
2024-11-16 18:43:11,0.9767441860465117
2024-11-16 18:44:11,0.9772732093775915
2024-11-16 18:45:11,0.9668941041710117
2024-11-16 18:46:11,1.0
2024-11-16 18:47:12,1.0
2024-11-16 18:48:12,1.0
2024-11-16 18:49:12,1.0
2024-11-16 18:50:12,1.0
2024-11-16 18:51:12,1.0
2024-11-16 18:52:13,1.0
2024-11-16 18:53:13,1.0
2024-11-16 18:54:13,1.0
2024-11-16 18:55:13,1.0
2024-11-16 18:56:13,1.0
2024-11-16 18:57:14,1.0
2024-11-16 18:58:14,0.9230769230769231
2024-11-16 18:59:14,0.9651109037148167
2024-11-16 19:00:14,1.0
2024-11-16 19:01:14,1.0
2024-11-16 19:02:15,0.9740395136878608
2024-11-16 19:03:15,1.0
2024-11-16 19:04:15,0.9767441860465116
2024-11-16 19:05:15,0.9767414094395765
2024-11-16 19:06:15,0.9830135925232629
2024-11-16 19:07:16,1.0
2024-11-16 19:08:16,1.0
2024-11-16 19:09:16,1.0
2024-11-16 19:10:16,1.0
2024-11-16 19:11:16,1.0
2024-11-16 19:12:16,1.0
2024-11-16 19:13:17,1.0
2024-11-16 19:14:17,1.0
2024-11-16 19:15:17,1.0
2024-11-16 19:16:17,1.0
2024-11-16 19:17:17,1.0
2024-11-16 19:18:18,1.0
2024-11-16 19:19:18,1.0
2024-11-16 19:20:18,1.0
2024-11-16 19:21:18,1.0
