timestamp,chatbot&count
2024-11-17 22:52:16,1.0
2024-11-17 22:53:16,1.0
2024-11-17 22:54:16,1.0
2024-11-17 22:55:16,1.0
2024-11-17 22:56:17,1.0
2024-11-17 22:57:17,1.0
2024-11-17 22:58:17,1.0
2024-11-17 22:59:17,1.0
2024-11-17 23:00:17,1.0
2024-11-17 23:01:17,1.0
2024-11-17 23:02:18,1.0
2024-11-17 23:03:18,1.0
2024-11-17 23:04:18,1.0
2024-11-17 23:05:18,1.0
2024-11-17 23:06:18,1.0
2024-11-17 23:07:19,1.0
2024-11-17 23:08:19,1.0
2024-11-17 23:09:19,1.0
2024-11-17 23:10:19,1.0
2024-11-17 23:11:19,1.0
2024-11-17 23:12:19,1.0
2024-11-17 23:13:20,1.0
2024-11-17 23:14:20,1.0
2024-11-17 23:15:20,1.0
2024-11-17 23:16:20,1.0
2024-11-17 23:17:20,1.0
2024-11-17 23:18:20,1.0
2024-11-17 23:19:20,1.0
2024-11-17 23:20:21,1.0
2024-11-17 23:21:21,1.0
2024-11-17 23:22:21,1.0
2024-11-17 23:23:21,1.0
2024-11-17 23:24:21,1.0
2024-11-17 23:25:22,1.0
2024-11-17 23:26:22,1.0
2024-11-17 23:27:22,1.0
2024-11-17 23:28:22,1.0
2024-11-17 23:29:22,1.0
2024-11-17 23:30:22,1.0
2024-11-17 23:31:23,1.0
2024-11-17 23:32:23,1.0
2024-11-17 23:33:23,1.0
2024-11-17 23:34:23,1.0
2024-11-17 23:35:23,1.0
2024-11-17 23:36:23,1.0
2024-11-17 23:37:24,1.0
2024-11-17 23:38:24,1.0
2024-11-17 23:39:24,1.0
2024-11-17 23:40:24,1.0
2024-11-17 23:41:24,1.0
2024-11-17 23:42:24,1.0
2024-11-17 23:43:24,1.0
2024-11-17 23:44:25,1.0
2024-11-17 23:45:25,1.0
2024-11-17 23:46:25,1.0
2024-11-17 23:47:25,1.0
2024-11-17 23:48:25,1.0
2024-11-17 23:49:25,1.0
2024-11-17 23:50:26,1.0
2024-11-17 23:51:26,1.0
2024-11-17 23:52:26,1.0
2024-11-17 23:53:26,1.0
2024-11-17 23:54:26,1.0
2024-11-17 23:55:26,1.0
2024-11-17 23:56:27,1.0
2024-11-17 23:57:27,1.0
2024-11-17 23:58:27,1.0
2024-11-17 23:59:27,1.0
2024-11-18 00:00:27,1.0
2024-11-18 00:01:28,1.0
2024-11-18 00:02:28,1.0
2024-11-18 00:03:28,1.0
