timestamp,chatbot
2024-11-17 17:47:11,0.4
2024-11-17 17:48:11,0.4889106182497
2024-11-17 17:49:11,1.2406881503211324
2024-11-17 17:50:11,1.288888888888889
2024-11-17 17:51:12,1.2888888888888888
2024-11-17 17:52:12,1.3111580299045573
2024-11-17 17:53:12,1.2888701242907723
2024-11-17 17:54:12,1.3111111111111111
2024-11-17 17:55:12,1.3111328404719222
2024-11-17 17:56:13,1.3111111111111111
2024-11-17 17:57:13,1.311052843675943
2024-11-17 17:58:13,1.3555743218217104
2024-11-17 17:59:13,1.355604943759183
2024-11-17 18:00:13,1.3555555555555556
2024-11-17 18:01:13,1.358748705580372
2024-11-17 18:02:14,1.3333935847685403
2024-11-17 18:03:14,1.333211393251826
2024-11-17 18:04:14,1.3777777777777778
2024-11-17 18:05:14,1.3777777777777778
2024-11-17 18:06:15,1.3555555555555556
2024-11-17 18:07:15,1.355525927901103
2024-11-17 18:08:15,1.288888888888889
2024-11-17 18:09:15,1.3111111111111111
2024-11-17 18:10:15,1.3110814834566584
2024-11-17 18:11:16,1.3333333333333333
2024-11-17 18:12:16,1.3111111111111111
2024-11-17 18:13:16,1.3333550626941446
2024-11-17 18:14:16,1.3333051870616033
2024-11-17 18:15:16,1.3111506207959225
2024-11-17 18:16:17,1.2889086495254163
2024-11-17 18:17:17,1.3111407427161812
2024-11-17 18:18:17,1.355583705580372
2024-11-17 18:19:17,1.3556355715587562
2024-11-17 18:20:17,1.4222222222222223
2024-11-17 18:21:17,1.3777777777777778
2024-11-17 18:22:18,1.3333851909471421
2024-11-17 18:23:18,1.3333333333333333
2024-11-17 18:24:18,1.3777777777777778
2024-11-17 18:25:18,1.3555288906665481
2024-11-17 18:26:18,1.3555555555555556
2024-11-17 18:27:19,1.4
2024-11-17 18:28:19,1.3111111111111111
2024-11-17 18:29:19,1.3111422242964346
2024-11-17 18:30:19,1.3110814834566584
2024-11-17 18:31:19,1.2889155573334519
2024-11-17 18:32:20,1.3333600017778964
2024-11-17 18:33:20,1.2888888888888888
2024-11-17 18:34:20,1.2889530922365275
2024-11-17 18:35:20,1.3111111111111111
2024-11-17 18:36:20,1.3111111111111111
2024-11-17 18:37:21,1.2888622239998815
2024-11-17 18:38:21,1.3778731151453267
2024-11-17 18:39:21,1.3555555555555556
2024-11-17 18:40:21,1.355595065240367
2024-11-17 18:41:21,1.3333708662827086
2024-11-17 18:42:22,1.3555338281261573
2024-11-17 18:43:22,1.3777777777777778
2024-11-17 18:44:22,1.3555555555555556
2024-11-17 18:45:22,1.3333644465186567
2024-11-17 18:46:22,1.3111422242964346
2024-11-17 18:47:23,1.3778296353915866
2024-11-17 18:48:23,1.2889264230894597
2024-11-17 18:49:23,1.2888513613604717
2024-11-17 18:50:23,1.288888888888889
2024-11-17 18:51:23,1.3110800020739357
2024-11-17 18:52:23,1.2888044613299563
2024-11-17 18:53:24,1.288930374057941
2024-11-17 18:54:24,1.2888113653874684
2024-11-17 18:55:24,1.2888888888888888
2024-11-17 18:56:24,1.2888987744310247
2024-11-17 18:57:24,1.288832596345429
