timestamp,cartservice&p50,checkoutservice&p50,currencyservice&p50,emailservice&p50,frontend&p50,paymentservice&p50,productcatalogservice&p50,recommendationservice&p50,shippingservice&p50,cartservice&p90,checkoutservice&p90,currencyservice&p90,emailservice&p90,frontend&p90,paymentservice&p90,productcatalogservice&p90,recommendationservice&p90,shippingservice&p90,cartservice&p99,checkoutservice&p99,currencyservice&p99,emailservice&p99,frontend&p99,paymentservice&p99,productcatalogservice&p99,recommendationservice&p99,shippingservice&p99
2025-01-04 03:58:05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 03:59:05,2.7763975155279503,17.5,2.938730853391685,3.0,46.31147540983606,3.0,1.9966887417218544,7.798913043478262,0.41129032258064524,4.575155279503106,23.5,4.769803063457331,4.6000000000000005,92.80487804878047,4.6,4.4841059602649,18.76315789473684,3.980000000000001,4.979875776397516,24.85,9.515217391304358,4.96,212.87499999999994,4.96,7.360714285714286,43.549999999999955,4.898
2025-01-04 04:00:06,2.9080459770114944,29.166666666666664,2.982608695652174,3.0,44.9561403508772,3.0,2.6491228070175437,8.363095238095237,1.0606060606060603,4.581609195402299,45.833333333333336,4.8191304347826085,4.6,93.80000000000001,4.6,4.62914979757085,22.048387096774185,4.212121212121213,4.95816091954023,49.58333333333333,11.799999999999809,4.96,221.04999999999984,4.959999999999999,8.292857142857136,45.32142857142854,4.921212121212122
2025-01-04 04:01:07,2.7790697674418605,20.0,3.0930232558139528,3.0,39.77272727272727,3.0,0.4882892057026476,7.988505747126435,1.4499999999999997,4.5558139534883715,129.99999999999994,4.862156448202959,4.6,88.68852459016394,4.6,4.264035087719298,19.774193548387093,4.37,4.955581395348837,238.00000000000009,17.868181818181764,4.96,205.42857142857122,4.96,6.338888888888864,38.49999999999989,63.49999999999989
2025-01-04 04:02:08,2.898876404494382,21.25,3.027027027027027,3.0,42.361111111111114,3.0,0.4832285115303983,8.154761904761905,1.5000000000000004,4.579775280898877,42.5,4.914285714285715,4.6000000000000005,92.68656716417911,4.6,4.244137931034482,20.16129032258064,4.300000000000001,4.957977528089888,49.25,36.12500000000031,4.96,220.30000000000013,4.960000000000001,5.4333333333333345,39.166666666666714,4.93
2025-01-04 04:03:08,2.8433734939759034,17.5,2.8624338624338623,3.0,37.166666666666664,3.0,0.4602587800369686,7.710843373493976,1.193548387096774,4.5686746987951805,23.5,4.91957671957672,4.6,89.47916666666666,4.6,4.2018018018018015,18.538461538461547,4.238709677419355,4.956867469879517,24.85,51.40000000000064,4.96,218.1666666666668,4.96,5.5199999999999925,33.49999999999998,4.9238709677419354
2025-01-04 04:04:09,3.1783439490445855,22.0,2.894039735099338,3.0,43.939393939393945,3.0,1.482758620689655,8.571428571428571,1.9268292682926829,7.833333333333342,43.33333333333333,4.868432671081678,4.6,96.47058823529412,4.6,4.341987829614604,21.318181818181813,4.385365853658536,90.85,49.333333333333336,20.143750000000043,4.96,230.20000000000005,4.960000000000001,4.985314401622718,34.00000000000004,4.9385365853658545
2025-01-04 04:05:10,2.924324324324324,19.642857142857142,3.0512820512820515,3.0,44.44444444444445,2.75,1.363295880149812,8.482142857142858,1.9743589743589745,4.5848648648648656,38.75000000000001,5.064516129032268,4.6,92.89156626506025,4.550000000000001,4.39250936329588,20.961538461538456,4.394871794871795,4.958486486486486,48.875,35.33333333333356,4.96,217.29999999999995,4.955,8.803846153846056,38.74999999999998,4.9394871794871795
2025-01-04 04:06:11,2.9387755102040813,19.166666666666664,2.9647577092511015,3.0,44.84126984126984,3.0,1.4803001876172615,8.125,1.2702702702702702,4.587755102040816,36.24999999999999,4.804405286343613,4.6,91.30952380952381,4.6000000000000005,4.3741088180112575,18.903225806451616,4.254054054054054,4.958775510204082,48.625,14.449999999999859,4.959999999999999,198.49999999999972,4.96,6.400000000000029,24.8258064516129,4.925405405405405
2025-01-04 04:07:11,2.7901234567901234,19.375,2.853763440860215,3.0,40.3125,3.0,0.5,8.512658227848101,1.6875,4.558024691358025,37.5,4.687741935483871,4.6,86.93548387096776,4.6,4.264573991031391,22.044117647058826,4.3375,4.9558024691358025,48.749999999999986,9.167857142857152,4.960000000000001,154.00000000000043,4.959999999999999,4.999103139013453,44.708333333333314,4.93375
