timestamp,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,shippingservice
2025-01-03 14:36:41,,,,,,,,,
2025-01-03 14:37:42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:38:42,1.0,1.0,1.0,1.0,0.9833475113341386,1.0,1.0,1.0,1.0
2025-01-03 14:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:40:44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:41:44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:42:45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:43:46,1.0,1.0,1.0,1.0,0.998236331569665,1.0,1.0,1.0,1.0
2025-01-03 14:44:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:45:47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:46:47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:47:48,1.0,1.0,1.0,1.0,0.999563128003495,1.0,1.0,1.0,1.0
2025-01-03 14:48:48,1.0,1.0,1.0,1.0,0.949686237232905,1.0,1.0,1.0,1.0
2025-01-03 14:49:49,1.0,1.0,1.0,1.0,0.9995619798510732,1.0,1.0,1.0,1.0
2025-01-03 14:50:50,1.0,1.0,1.0,1.0,0.9995661605206073,1.0,1.0,1.0,1.0
2025-01-03 14:51:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:52:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:53:52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:54:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:55:54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:56:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:57:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:58:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 14:59:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:00:58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:01:59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:02:59,1.0,1.0,1.0,1.0,0.9983026401159976,1.0,1.0,1.0,1.0
2025-01-03 15:04:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:05:01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:06:01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:07:02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:08:02,1.0,1.0,1.0,1.0,0.9995512090148645,1.0,1.0,1.0,1.0
2025-01-03 15:09:03,1.0,1.0,1.0,1.0,0.9462198235535214,1.0,1.0,1.0,1.0
2025-01-03 15:10:04,1.0,1.0,1.0,1.0,0.9013473608935083,1.0,1.0,1.0,1.0
2025-01-03 15:11:04,1.0,1.0,1.0,1.0,0.9947113265755838,1.0,1.0,1.0,1.0
2025-01-03 15:12:05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:13:06,1.0,1.0,1.0,1.0,0.9995678478824546,1.0,1.0,1.0,1.0
2025-01-03 15:14:06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:15:07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:16:08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:17:09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:18:10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:19:11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:20:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:21:13,1.0,1.0,1.0,1.0,0.9983361123956483,1.0,1.0,1.0,1.0
2025-01-03 15:22:14,1.0,1.0,1.0,1.0,0.998330550918197,1.0,1.0,1.0,1.0
2025-01-03 15:23:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:24:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:25:16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:26:17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:27:18,1.0,1.0,1.0,1.0,0.999404052443385,1.0,1.0,1.0,1.0
2025-01-03 15:28:18,1.0,1.0,1.0,1.0,0.9884639630291263,1.0,1.0,1.0,1.0
2025-01-03 15:29:19,1.0,1.0,1.0,1.0,0.962263025158548,1.0,1.0,1.0,1.0
2025-01-03 15:30:20,1.0,1.0,1.0,1.0,0.9991431019708656,1.0,1.0,1.0,1.0
2025-01-03 15:31:21,1.0,1.0,1.0,1.0,0.9995682210708117,1.0,1.0,1.0,1.0
2025-01-03 15:32:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:33:23,1.0,1.0,1.0,1.0,0.9995625546806648,1.0,1.0,1.0,1.0
2025-01-03 15:34:24,1.0,1.0,1.0,1.0,0.9995577178239717,1.0,1.0,1.0,1.0
2025-01-03 15:35:25,1.0,1.0,1.0,1.0,0.9995541685242978,1.0,1.0,1.0,1.0
2025-01-03 15:36:26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:37:26,1.0,1.0,1.0,1.0,0.9979338842975205,1.0,1.0,1.0,1.0
2025-01-03 15:38:27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:39:28,1.0,1.0,1.0,1.0,0.998280309544282,1.0,1.0,1.0,1.0
2025-01-03 15:40:29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:41:30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:42:31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:43:31,1.0,1.0,1.0,1.0,0.9982578397212544,1.0,1.0,1.0,1.0
2025-01-03 15:44:32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:45:33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-03 15:46:33,1.0,1.0,1.0,1.0,0.9983388704318937,1.0,1.0,1.0,1.0
2025-01-03 15:47:34,,,,1.0,,,,,
