timestamp,chatbot
2024-11-15 03:26:53,1.0
2024-11-15 03:27:54,1.0
2024-11-15 03:28:54,1.0
2024-11-15 03:29:54,1.0
2024-11-15 03:30:54,1.0
2024-11-15 03:31:54,1.0
2024-11-15 03:32:54,1.0
2024-11-15 03:33:55,1.0
2024-11-15 03:34:55,1.0
2024-11-15 03:35:55,1.0
2024-11-15 03:36:55,1.0
2024-11-15 03:37:55,0.9230769230769231
2024-11-15 03:38:55,0.8518518518518519
2024-11-15 03:39:56,0.9230769230769231
2024-11-15 03:40:56,0.9565217391304348
2024-11-15 03:41:56,0.888888888888889
2024-11-15 03:42:56,0.9230769230769231
2024-11-15 03:43:56,0.9230769230769231
2024-11-15 03:44:56,0.9230769230769231
2024-11-15 03:45:57,0.9166666666666666
2024-11-15 03:46:57,0.888888888888889
2024-11-15 03:47:57,1.0
2024-11-15 03:48:57,1.0
2024-11-15 03:49:57,1.0
2024-11-15 03:50:57,1.0
2024-11-15 03:51:58,1.0
2024-11-15 03:52:58,1.0
2024-11-15 03:53:58,1.0
2024-11-15 03:54:58,1.0
2024-11-15 03:55:58,1.0
2024-11-15 03:56:58,1.0
2024-11-15 03:57:59,0.9199999999999999
2024-11-15 03:58:59,0.8846153846153846
2024-11-15 03:59:59,0.8799999999999999
2024-11-15 04:00:59,0.9583333333333333
2024-11-15 04:01:59,0.9230769230769231
2024-11-15 04:02:59,0.9583333333333333
2024-11-15 04:03:59,0.8846153846153847
2024-11-15 04:05:00,0.9166666666666667
2024-11-15 04:06:00,0.9230769230769231
2024-11-15 04:07:00,0.9230769230769231
2024-11-15 04:08:00,1.0
2024-11-15 04:09:00,1.0
2024-11-15 04:10:00,1.0
2024-11-15 04:11:01,1.0
2024-11-15 04:12:01,1.0
2024-11-15 04:13:01,1.0
2024-11-15 04:14:01,1.0
2024-11-15 04:15:01,1.0
2024-11-15 04:16:01,1.0
2024-11-15 04:17:02,1.0
2024-11-15 04:18:02,0.9230769230769231
2024-11-15 04:19:02,0.8799999999999999
2024-11-15 04:20:02,0.9230769230769231
2024-11-15 04:21:02,0.92
2024-11-15 04:22:02,0.9230769230769231
2024-11-15 04:23:02,0.923076923076923
2024-11-15 04:24:03,0.9230769230769231
2024-11-15 04:25:03,0.9230769230769231
2024-11-15 04:26:03,0.9230769230769231
2024-11-15 04:27:03,0.8846153846153846
2024-11-15 04:28:03,1.0
2024-11-15 04:29:03,1.0
2024-11-15 04:30:04,1.0
2024-11-15 04:31:04,1.0
2024-11-15 04:32:04,1.0
2024-11-15 04:33:04,1.0
2024-11-15 04:34:04,1.0
2024-11-15 04:35:04,1.0
2024-11-15 04:36:05,1.0
2024-11-15 04:37:05,1.0
2024-11-15 04:38:05,1.0
2024-11-15 04:39:05,1.0
2024-11-15 04:40:05,1.0
