timestamp,cartservice,checkoutservice,currencyservice,emailservice,frontend,paymentservice,productcatalogservice,recommendationservice,shippingservice
2024-12-23 05:51:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23 05:52:03,12.377777777777776,0.5333333333333333,33.13333333333333,0.5111111111111111,13.0,0.5555555555555555,63.99999999999999,8.977777777777778,3.8666666666666663
2024-12-23 05:53:04,12.711111111111109,0.5777777777777777,35.06666666666666,0.5777777777777777,13.066666666666666,0.5555555555555555,63.26666666666666,8.955555555555554,4.377777777777777
2024-12-23 05:54:05,12.666666666666664,0.5777777777777777,33.28888888888889,0.6222222222222221,13.088888888888887,0.6,63.53333333333333,8.933333333333334,4.355555555555555
2024-12-23 05:55:05,12.466666666666665,0.5777777777777777,33.53333333333333,0.5555555555555555,12.866666666666667,0.5777777777777777,63.84444444444444,9.02222222222222,4.266666666666667
2024-12-23 05:56:06,11.799999999999999,0.28888888888888886,32.55555555555555,0.24444444444444444,12.377777777777776,0.26666666666666666,61.57777777777777,8.688888888888888,3.533333333333333
2024-12-23 05:57:06,12.377777777777776,0.5111111111111111,34.77777777777777,0.5111111111111111,12.755555555555555,0.5333333333333333,62.17777777777778,8.71111111111111,4.088888888888889
2024-12-23 05:58:07,12.155555555555555,0.4222222222222222,38.422222222222224,0.4,13.088888888888889,0.3777777777777777,60.422222222222224,8.355555555555556,3.666666666666667
2024-12-23 05:59:08,12.155555555555555,0.3777777777777778,34.64444444444444,0.4,12.666666666666666,0.4222222222222222,62.44444444444444,8.755555555555555,3.822222222222222
2024-12-23 06:00:08,11.977777777777778,0.5333333333333333,32.44444444444444,0.4666666666666667,12.399999999999999,0.4222222222222222,63.333333333333336,9.0,3.8
2024-12-23 06:01:09,12.91111111111111,0.7111111111111111,35.11111111111111,0.6,13.466666666666667,0.6666666666666665,70.48888888888888,9.822222222222221,4.444444444444445
