adservice&cpu_usage,adservice&cpu_limit,adservice&mem_usage,adservice&mem_usage_rate,adservice&mem_limit,adservice&fs_usage,adservice&fs_write,adservice&fs_read,adservice&net_receive,adservice&net_trainsmit,cartservice&cpu_usage,cartservice&cpu_limit,cartservice&mem_usage,cartservice&mem_usage_rate,cartservice&mem_limit,cartservice&fs_usage,cartservice&fs_write,cartservice&fs_read,cartservice&net_receive,cartservice&net_trainsmit,checkoutservice&cpu_usage,checkoutservice&cpu_limit,checkoutservice&mem_usage,checkoutservice&mem_usage_rate,checkoutservice&mem_limit,checkoutservice&fs_usage,checkoutservice&fs_write,checkoutservice&fs_read,checkoutservice&net_receive,checkoutservice&net_trainsmit,currencyservice&cpu_usage,currencyservice&cpu_limit,currencyservice&mem_usage,currencyservice&mem_usage_rate,currencyservice&mem_limit,currencyservice&fs_usage,currencyservice&fs_write,currencyservice&fs_read,currencyservice&net_receive,currencyservice&net_trainsmit,emailservice&cpu_usage,emailservice&cpu_limit,emailservice&mem_usage,emailservice&mem_usage_rate,emailservice&mem_limit,emailservice&fs_usage,emailservice&fs_write,emailservice&fs_read,emailservice&net_receive,emailservice&net_trainsmit,frontend&cpu_usage,frontend&cpu_limit,frontend&mem_usage,frontend&mem_usage_rate,frontend&mem_limit,frontend&fs_usage,frontend&fs_write,frontend&fs_read,frontend&net_receive,frontend&net_trainsmit,paymentservice&cpu_usage,paymentservice&cpu_limit,paymentservice&mem_usage,paymentservice&mem_usage_rate,paymentservice&mem_limit,paymentservice&fs_usage,paymentservice&fs_write,paymentservice&fs_read,paymentservice&net_receive,paymentservice&net_trainsmit,productcatalogservice&cpu_usage,productcatalogservice&cpu_limit,productcatalogservice&mem_usage,productcatalogservice&mem_usage_rate,productcatalogservice&mem_limit,productcatalogservice&fs_usage,productcatalogservice&fs_write,productcatalogservice&fs_read,productcatalogservice&net_receive,productcatalogservice&net_trainsmit,recommendationservice&cpu_usage,recommendationservice&cpu_limit,recommendationservice&mem_usage,recommendationservice&mem_usage_rate,recommendationservice&mem_limit,recommendationservice&fs_usage,recommendationservice&fs_write,recommendationservice&fs_read,recommendationservice&net_receive,recommendationservice&net_trainsmit,redis-cart&cpu_usage,redis-cart&cpu_limit,redis-cart&mem_usage,redis-cart&mem_usage_rate,redis-cart&mem_limit,redis-cart&fs_usage,redis-cart&fs_write,redis-cart&fs_read,redis-cart&net_receive,redis-cart&net_trainsmit,shippingservice&cpu_usage,shippingservice&cpu_limit,shippingservice&mem_usage,shippingservice&mem_usage_rate,shippingservice&mem_limit,shippingservice&fs_usage,shippingservice&fs_write,shippingservice&fs_read,shippingservice&net_receive,shippingservice&net_trainsmit,timestamp
0.009457466666666883,0.3,401.7578125,8.329557291666667,2648.0,0.0,0.0,0.0,0.27353515625,8.590625,0.009291400000002642,0.3,296.98046875,4.920182291666666,2304.0,0.0,0.0,0.0,0.5153645833333333,34.40465494791667,0.008966600000000349,0.2,255.9609375,7.520442708333333,2304.0,0.0,0.0,0.0,0.48779296875,74.58955078125,0.00850909999999961,0.2,371.5703125,0.017838541666666666,2304.0,0.0,0.0,0.0,0.315625,22.991080729166665,0.012513699999999753,0.2,289.2109375,5.041796875,2304.0,0.0,0.0,0.0,0.4927734375,17.863899739583335,0.0057809529666580295,0.2,99.97265625,0.003515625,2304.0,0.0,0.0,0.0,0.95673828125,65.95579427083334,0.009773499999999893,0.2,321.78125,10.717708333333334,2304.0,0.0,0.0,0.0,0.3658203125,28.55859375,0.010594866666663923,0.2,174.88671875,2.9384114583333334,2304.0,0.0,0.0,0.0,0.319921875,23.87314453125,0.012884466666669899,0.2,252.125,0.026692708333333336,2948.0,0.0,0.0,0.0,0.4208984375,23.857747395833332,0.03808786666666748,0.125,157.0703125,1.6069010416666667,2560.0,0.0,0.0,0.0,0.3992513020833333,7.3423828125,0.008827466666666813,0.2,155.921875,2.6277343749999997,2304.0,0.0,0.0,0.0,0.3567708333333333,23.011588541666665,2024-12-19 08:17:20
0.019067333333332687,0.3,401.11328125,8.3078125,2648.0,0.0,0.0,0.0,2.518782552083333,7.632649739583333,0.07237909999999867,0.3,299.8125,3.2591145833333335,2304.0,0.0,0.0,0.0,7.96953125,41.80872395833333,0.029367899999998788,0.2,257.2109375,0.02109375,2304.0,0.0,0.0,0.0,0.8366861979166667,56.8162109375,0.13423873333333253,0.2,371.08203125,12.361848958333333,2304.0,0.0,0.0,0.0,9.576627604166667,30.73740234375,0.018518500000000417,0.2,289.23046875,0.0006510416666666667,2304.0,0.0,0.0,0.0,0.63837890625,14.369563802083333,0.3015171995666681,0.2,101.9375,0.0078125,2304.0,0.0,0.0,0.0,40.805826822916664,217.53440755208334,0.009590000000000506,0.2,322.92578125,7.037630208333333,2304.0,0.0,0.0,0.0,0.5029947916666667,23.000130208333335,0.1869195333333361,0.2,179.08984375,1.1984374999999998,2304.0,0.0,0.0,0.0,11.487727864583333,46.255533854166664,0.10198266666666882,0.2,252.3359375,6.702083333333333,2948.0,0.0,0.0,0.0,16.818684895833332,33.950390625,0.06898623333333376,0.125,156.8203125,4.23984375,2560.0,0.0,0.0,0.0,3.640852864583333,5.987858072916667,0.02603709999999874,0.2,157.859375,0.043098958333333326,2304.0,0.0,0.0,0.0,1.78349609375,23.818359375,2024-12-19 08:18:20
0.026928633333334062,0.3,401.20703125,5.078255208333332,2648.0,0.0,0.0,0.0,1.7793294270833333,4.268001302083333,0.06386266666666529,0.3,301.41015625,0.03138020833333333,2304.0,0.0,0.0,0.0,4.415201822916667,15.6798828125,0.023086866666667066,0.2,258.66015625,4.337890625,2304.0,0.0,0.0,0.0,1.2791015625,75.80950520833333,0.1794205333333366,0.2,370.94140625,12.357161458333334,2304.0,0.0,0.0,0.0,10.231380208333333,31.8048828125,0.015997433333333314,0.2,288.91015625,6.731901041666666,2304.0,0.0,0.0,0.0,0.764453125,17.95419921875,0.3051733402333412,0.2,102.0390625,0.0016927083333333334,2304.0,0.0,0.0,0.0,49.048665364583336,262.6636067708333,0.012624966666666636,0.2,325.24609375,1.6884114583333332,2304.0,0.0,0.0,0.0,0.48411458333333335,23.013997395833332,0.2870305666666657,0.2,179.2578125,1.2114583333333333,2304.0,0.0,0.0,0.0,16.509895833333335,68.34635416666667,0.09697780000000195,0.2,252.7109375,1.710546875,2948.0,0.0,0.0,0.0,24.117740885416666,41.826106770833334,0.05048463333333236,0.125,156.9453125,2.6490885416666665,2560.0,0.0,0.0,0.0,3.2387044270833334,5.75888671875,0.02610709999999917,0.2,155.5,1.65390625,2304.0,0.0,0.0,0.0,0.86806640625,17.6162109375,2024-12-19 08:19:21
0.019217599999999398,0.3,401.5390625,13.3765625,2648.0,0.0,0.0,0.0,1.3896809895833333,3.93310546875,0.06233049999999972,0.3,300.24609375,4.9828125,2304.0,0.0,0.0,0.0,3.2556640625,14.56376953125,0.023279700000000028,0.2,256.87890625,5.340234375,2304.0,0.0,0.0,0.0,1.3437174479166667,75.95846354166666,0.13959803333333032,0.2,370.91015625,4.236067708333334,2304.0,0.0,0.0,0.0,10.598046875,31.361979166666668,0.015101733333333794,0.2,288.91015625,1.69921875,2304.0,0.0,0.0,0.0,0.52890625,14.31689453125,0.391170263999993,0.2,101.671875,1.32734375,2304.0,0.0,0.0,0.0,43.019466145833334,224.14375,0.011483500000000053,0.2,325.76953125,3.7585937499999997,2304.0,0.0,0.0,0.0,0.49296875,23.007486979166668,0.2096369999999979,0.2,178.4609375,4.776562500000001,2304.0,0.0,0.0,0.0,19.178157552083334,61.97659505208333,0.08319856666666586,0.2,251.8359375,8.386067708333334,2948.0,0.0,0.0,0.0,25.417350260416665,48.05592447916667,0.04977430000000046,0.125,156.86328125,0.998046875,2560.0,0.0,0.0,0.0,2.1494466145833333,3.830436197916667,0.026628133333333418,0.2,155.5078125,4.261197916666667,2304.0,0.0,0.0,0.0,1.9075846354166666,23.860709635416665,2024-12-19 08:20:21
0.02405806666666687,0.3,401.8515625,0.009114583333333334,2648.0,0.0,0.0,0.0,2.8089192708333335,7.865462239583334,0.09171100000000365,0.3,301.90625,5.066145833333334,2304.0,0.0,0.0,0.0,4.678092447916667,15.898404947916667,0.027864233333333266,0.2,256.8046875,7.515364583333334,2304.0,0.0,0.0,0.0,0.9049153645833333,75.272265625,0.1386855999999966,0.2,371.7109375,0.03841145833333333,2304.0,0.0,0.0,0.0,5.224348958333334,15.995735677083333,0.01749733333333315,0.2,288.9140625,1.69921875,2304.0,0.0,0.0,0.0,0.7158528645833333,17.9322265625,0.31440672653332813,0.2,101.90234375,3.3903645833333336,2304.0,0.0,0.0,0.0,31.259407552083335,161.21116536458334,0.023305733333333713,0.2,327.73046875,0.06796875,2304.0,0.0,0.0,0.0,23.281640625,17.991796875,0.18244373333332836,0.2,179.3046875,5.96875,2304.0,0.0,0.0,0.0,14.459733072916666,52.4705078125,0.11956599999999565,0.2,251.71875,4.229557291666667,2948.0,0.0,0.0,0.0,22.89658203125,41.459309895833336,0.049190900000000676,0.125,157.9453125,0.019661458333333333,2560.0,0.0,0.0,0.0,5.127669270833334,10.869466145833334,0.024206933333334745,0.2,155.046875,4.254036458333333,2304.0,0.0,0.0,0.0,1.4352864583333333,23.647819010416665,2024-12-19 08:21:22
0.014531733333333345,0.3,402.70703125,0.033463541666666666,2648.0,0.0,0.0,0.0,2.93203125,7.999446614583333,0.08033406666666944,0.3,300.9453125,0.035546875,2304.0,0.0,0.0,0.0,6.160481770833333,40.067578125,0.019141233333332744,0.2,257.796875,8.585026041666666,2304.0,0.0,0.0,0.0,1.2410807291666666,75.80289713541667,0.153100466666668,0.2,370.9375,8.135286458333333,2304.0,0.0,0.0,0.0,10.037858072916666,31.007096354166666,0.012742633333333232,0.2,288.65625,7.923307291666667,2304.0,0.0,0.0,0.0,0.51416015625,14.336490885416667,0.32676772933332354,0.2,101.9296875,0.0005208333333333333,2304.0,0.0,0.0,0.0,52.342610677083336,275.16474609375,0.009538600000000248,0.2,326.953125,10.890104166666667,2304.0,0.0,0.0,0.0,0.548828125,28.687532552083333,0.20137350000000348,0.2,178.765625,2.9565104166666667,2304.0,0.0,0.0,0.0,5.857877604166666,23.7021484375,0.07144553333333004,0.2,252.13671875,2.4798177083333335,2948.0,0.0,0.0,0.0,11.663248697916666,14.903938802083333,0.043086699999999686,0.125,158.8046875,0.042708333333333334,2560.0,0.0,0.0,0.0,4.694759114583333,9.298372395833333,0.023462299999999915,0.2,155.0703125,3.533072916666667,2304.0,0.0,0.0,0.0,1.54794921875,23.684700520833335,2024-12-19 08:22:22
0.019780233333333307,0.3,401.78515625,13.384765625,2648.0,0.0,0.0,0.0,0.0,0.0,0.08631279999999796,0.3,300.1171875,3.2592447916666667,2304.0,0.0,0.0,0.0,0.0,0.0,0.02973563333333213,0.2,256.5078125,0.0061197916666666675,2304.0,0.0,0.0,0.0,0.0,0.0,0.11896456666667063,0.2,370.88671875,8.113802083333333,2304.0,0.0,0.0,0.0,0.0,0.0,0.021108966666666854,0.2,288.17578125,6.707291666666666,2304.0,0.0,0.0,0.0,0.0,0.0,0.42071332163333564,0.2,101.984375,2.056901041666667,2304.0,0.0,0.0,0.0,0.0,0.0,0.013168966666666886,0.2,327.8359375,7.1253906250000005,2304.0,0.0,0.0,0.0,0.0,0.0,0.21883406666666283,0.2,178.4375,5.93984375,2304.0,0.0,0.0,0.0,0.0,0.0,0.09803876666666346,0.2,253.42578125,0.04192708333333334,2948.0,0.0,0.0,0.0,0.0,0.0,0.0683648333333347,0.125,157.296875,4.244140625,2560.0,0.0,0.0,0.0,0.0,0.0,0.025575866666666513,0.2,156.35546875,2.6545572916666664,2304.0,0.0,0.0,0.0,0.0,0.0,2024-12-19 08:23:22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1377278645833333,10.913411458333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.514290364583333,29.094075520833332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38779296875,76.11588541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35234375,31.065201822916666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70576171875,14.410677083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.25768229166667,204.1041015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148763020833333,17.367708333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.328678385416667,53.960611979166664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.074576822916665,28.168782552083332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71904296875,7.438118489583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9180013020833333,17.614225260416667,2024-12-19 08:23:23
0.019914300000001123,0.3,401.81640625,11.775130208333334,2648.0,0.0,0.0,0.0,2.8888346354166665,7.939973958333334,0.07286596666666582,0.3,299.16015625,0.027604166666666666,2304.0,0.0,0.0,0.0,6.18876953125,28.742415364583334,0.01665403333333444,0.2,257.5859375,3.2270833333333333,2304.0,0.0,0.0,0.0,1.0060221354166667,56.952701822916666,0.153140399999999,0.2,369.5859375,12.311979166666667,2304.0,0.0,0.0,0.0,7.403645833333333,28.793587239583335,0.014326966666665915,0.2,288.046875,9.594010416666666,2304.0,0.0,0.0,0.0,0.24625651041666666,7.160579427083333,0.21623823789999128,0.2,101.5390625,1.32265625,2304.0,0.0,0.0,0.0,41.94560546875,220.83186848958334,0.008945066666666317,0.2,328.54296875,1.646875,2304.0,0.0,0.0,0.0,0.42438151041666666,17.293001302083333,0.19661713333333258,0.2,180.68359375,3.050911458333333,2304.0,0.0,0.0,0.0,17.72880859375,58.73876953125,0.08140640000000113,0.2,253.140625,0.029817708333333335,2948.0,0.0,0.0,0.0,22.849934895833332,41.46829427083333,0.04437973333333266,0.125,156.84765625,2.5829427083333334,2560.0,0.0,0.0,0.0,2.0703776041666666,3.796516927083333,0.024752166666666634,0.2,154.1640625,3.4946614583333333,2304.0,0.0,0.0,0.0,1.3583333333333334,23.562630208333335,2024-12-19 08:24:23
0.021832866666666936,0.3,402.97265625,1.6381510416666667,2648.0,0.0,0.0,0.0,2.7660481770833334,7.81513671875,0.055026999999999285,0.3,298.68359375,4.946614583333333,2304.0,0.0,0.0,0.0,4.632259114583333,27.1779296875,0.013695066666664483,0.2,259.4140625,4.349739583333334,2304.0,0.0,0.0,0.0,1.0716796875,93.97985026041667,0.12487133333332849,0.2,370.05078125,5.967447916666666,2304.0,0.0,0.0,0.0,9.8474609375,31.353515625,0.01483313333333361,0.2,288.046875,2.8912760416666665,2304.0,0.0,0.0,0.0,0.4558919270833333,14.31298828125,0.3527349837999888,0.2,101.4921875,3.3766927083333336,2304.0,0.0,0.0,0.0,43.19039713541667,221.02395833333333,0.006592200000000285,0.2,339.44921875,0.18125000000000002,2304.0,0.0,0.0,0.0,0.49143880208333335,28.645279947916666,0.2198661333333386,0.2,181.3828125,3.029557291666667,2304.0,0.0,0.0,0.0,12.84052734375,48.769694010416664,0.09578389999999976,0.2,252.87109375,0.054427083333333334,2948.0,0.0,0.0,0.0,7.77666015625,13.84853515625,0.038499066666667636,0.125,157.046875,2.646875,2560.0,0.0,0.0,0.0,1.79775390625,3.687890625,0.025219533333334238,0.2,154.7109375,2.6203125000000003,2304.0,0.0,0.0,0.0,1.2512369791666667,23.529557291666666,2024-12-19 08:25:23
